dataset,dataset_kind,source_path,height,key_mode,input_records,unique_keys,occupied_leaves,slot_collisions,active_records,active_width_m,avg_active_path,dummy_fraction,structural_lower_bound,metadata_kb,digest_payload_kb,profile_runtime_ms,valid,scheme,private,width,stored_records,replication,max_bucket,sum_bucket_records,max_bucket_log2,notes
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,128,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.28849995136261,True,plain_smt_proof_serving,False,0,198,1.0,0,0,,Non-private reference: server receives the target and returns ordinary SMT sibling digests.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,128,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.28849995136261,True,perfectized_treepir,True,128,680564733841876926926749214863536422910,1.0,5316911983139663491615228241121378304,680564733841876926926749214863536422910,122.000,Accounting baseline: literal TreePIR-style perfect-tree object before SMT active compaction.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,128,hex-prefix,174,100,100,0,198,9,6.88,0.94625,22,4.640625,6.1875,14.28849995136261,True,pruned_treepir_h,True,128,198,1.0,40,198,,Pruned TreePIR-style baseline: delete default records but keep the height-h level-color query universe.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,128,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.28849995136261,True,pbc_smt_active,True,14,594,3.0,43,594,,PBC-style generic batch route over real SMT active proof records: 3 replicated copies over about 1.5m buckets.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,128,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.28849995136261,True,flat_active_pir,True,9,198,1.0,198,1782,,"Ablation: all active records in one global PIR database, queried m times."
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,128,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.28849995136261,True,first_fit_active_coloring,True,9,198,1.0,58,198,,Correct exact-width active coloring without load refinement.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,128,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.28849995136261,True,hybrid_active_coloring,True,9,198,1.0,26,198,,Prior node-local balancing baseline on the active interval forest.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,128,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.28849995136261,True,sparsetreepir_activebalance,True,9,198,1.0,23,198,,SparseTreePIR direct active-interval organization with subtree-load balancing.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,256,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.149399939924479,True,plain_smt_proof_serving,False,0,198,1.0,0,0,,Non-private reference: server receives the target and returns ordinary SMT sibling digests.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,256,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.149399939924479,True,perfectized_treepir,True,256,231584178474632390847141970017375815706539969331281128078915168015826259279870,1.0,904625697166532776746648320380374280103671755200316906558262375061821325312,231584178474632390847141970017375815706539969331281128078915168015826259279870,249.000,Accounting baseline: literal TreePIR-style perfect-tree object before SMT active compaction.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,256,hex-prefix,174,100,100,0,198,9,6.88,0.973125,22,4.640625,6.1875,14.149399939924479,True,pruned_treepir_h,True,256,198,1.0,40,198,,Pruned TreePIR-style baseline: delete default records but keep the height-h level-color query universe.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,256,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.149399939924479,True,pbc_smt_active,True,14,594,3.0,43,594,,PBC-style generic batch route over real SMT active proof records: 3 replicated copies over about 1.5m buckets.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,256,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.149399939924479,True,flat_active_pir,True,9,198,1.0,198,1782,,"Ablation: all active records in one global PIR database, queried m times."
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,256,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.149399939924479,True,first_fit_active_coloring,True,9,198,1.0,58,198,,Correct exact-width active coloring without load refinement.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,256,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.149399939924479,True,hybrid_active_coloring,True,9,198,1.0,26,198,,Prior node-local balancing baseline on the active interval forest.
FuelLabs SMT test vectors,smt-test-vector,datasets/fuel_smt_test_workload.csv,256,hex-prefix,174,100,100,0,198,9,6.88,0.23555555555555555,22,4.640625,6.1875,14.149399939924479,True,sparsetreepir_activebalance,True,9,198,1.0,23,198,,SparseTreePIR direct active-interval organization with subtree-load balancing.
